session_id,user_id,word,word_date,attempts,result,time_to_complete_sec,device,session_hour,streak_day,played_next_day,newsletter_open_before_game,active_d30
ab38635a07ede4246661,697e9e150e91bb76,TEMPO,2026-02-08,1,win,449,Android,20,2,False,False,False
67d40a22cba1a16fd2c5,d7f63dda905adaec,FALHA,2026-05-08,6,lose,232,ios,19,1,True,False,False
3635c5707f62ea022423,6220de621fef79b8,FALHA,2026-04-18,3,win,65,iOS,7,2,False,False,False
27243d4c7b1669f71ba7,3aa2f6a86d7fe06c,PRATO,2025-12-22,6,lose,404,Android,23,2,False,False,True
cd21162dd072f066c160,97af736a7f2aa637,IDEIA,2026-05-28,1,win,222,Android,6,2,False,True,False
d4063251e29a7fa33e79,06db6e4f2c1b23f5,NUVEM,2026-05-25,6,lose,158,iOS,6,1,False,True,False
3d35b151eead0030fbea,3286a93673d5893b,DANÇA,2026-03-01,3,win,298,Android,19,1,False,False,False
bb3b9e4ce4a8e58d8069,f6e8d238ce6ea3d5,PRATO,2025-12-29,3,win,334,Android,18,1,False,False,False
0e90edb72b9e656f930f,ef831a8aeb92d812,BARCO,19/01/2026,1,win,84,iOS,18,1,False,False,False
3b8b988d281cc74651b1,53b7a4405edc3814,PLANO,2026-01-25,1,win,313,Android,16,2,False,False,False
06ef2870c5e9e1415519,b2097590b6ed002a,CORVO,2026-01-14,1,win,250,ios,23,1,False,False,False
96429356293c5d37dbe0,f9486dabacfd48d9,TROCO,2026-02-09,2,win,103,iOS,22,2,False,False,False
cf786233f2623e336123,fd942d86698392fe,GENRO,2026-01-12,3,win,233,Android,20,1,False,False,False
a4bbf841c1dd1fb00040,d66aef24113ca92b,PRATO,2026-01-21,6,lose,304,Android,22,5,False,False,False
f7500059c34402ed5ac6,79214fed491f4470,NUVEM,2026-04-10,1,win,109,iOS,16,2,False,False,True
b43bde6721e401b3c248,e380ec1647a580fe,METAL,2026-01-23,3,win,232,android,21,1,False,False,True
2784a90fb0297d8541b1,2ab400247f41186a,METAL,2025-12-09,6,lose,210,iOS,22,1,False,False,False
971a55af63bd4da4b31a,9147cd6410566a8a,VINHO,2026-04-01,3,win,294,Android,20,2,True,False,True
db030133604bf48edd14,1702d9d57c7dadb8,NUVEM,13/02/2026,3,win,467,android,6,1,True,True,True
7582d3983d53e7747519,2682c8dcb7d7cc3f,CORVO,2026-05-29,2,win,434,iOS,19,1,False,False,True
b67543f0d8749a20bda3,515872cd13042b6f,HERÓI,2026-03-06,3,win,234,Android,15,1,False,False,False
fb45f5ee8715b0b65454,0a8fb62d2c4a4cb2,TEMPO,2026-01-17,6,lose,176,Android,13,1,True,False,True
28749b04e19a30073194,51c9b37e285a80a2,PRETO,2026-05-11,1,win,227,Android,7,1,False,True,False
d4698051636e3d85e15a,1c6051e87f325c6d,TEMPO,2025-12-03,6,lose,327,ios,23,1,False,False,False
17a015c3fb644d83ef1e,baa8f1c70609f369,FALHA,2025-12-24,6,lose,71,iOS,21,2,False,False,True
21e3081a6740b26615b6,2c41aac03a04e595,VENTO,2025-12-31,2,win,248,Android,17,1,False,False,False
8d52abc93325c463ecdd,0f40da464d1f48fd,CORVO,2026-01-09,2,win,227,Android,8,2,True,True,True
ec42b4d5645245e3de9a,6fa20468a8749cbf,MORRO,2025-12-10,2,win,213,android,22,1,False,False,False
5c6a05b2bf343056b75c,d8457303347d5b14,CORVO,2026-04-09,2,win,297,Android,8,1,False,True,True
6f561b41067326115648,546f9868055090a2,HERÓI,2026-04-06,6,lose,68,iOS,18,1,True,False,True
90f4201d34224ac8f56c,514a6ff94b89ddd5,FRACO,2026-02-17,1,win,243,iOS,6,1,False,True,False
ed68e3a0e97fed4b3061,6db98848cb0b78fc,NUVEM,2026-05-25,6,lose,104,iOS,22,2,False,False,False
